"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description","GeneSymbol","Synonym"
"Os08g0487100",126.591785623743,2.04901627801446,0.340611157392986,6.01570510401798,1.79105366490685e-09,9.70411910242665e-09,"","OsbZIP67",""
"Os08g0487700",50.6846237689448,1.22368582072682,0.412431536625483,2.96700351951509,0.00300717516741036,0.00699810079110797,"","OsbHLH087",""
"Os08g0491200",218.507949827194,2.12501226253378,0.189907545115772,11.1897200358118,4.5787705544e-29,8.99513970519536e-28,"","Os08g0491200",""
"Os08g0491400",2.43605667301119,4.43451949276068,1.79306034215764,2.47315686399293,0.013392534459772,0.0270349377798411,"","Os08g0491400",""
"Os08g0492500",383.033063978578,3.14175067683455,0.356704148966964,8.80772114911824,1.27715666423366e-18,1.42029222036433e-17,"","OsRHP1",""
"Os08g0494200",23.9191688912546,2.53895172711142,0.463376539204995,5.47924098934194,4.27154243063136e-08,2.00295243761834e-07,"","Os08g0494200",""
"Os08g0494350",100.374217496811,1.97160278732411,0.246035704613095,8.01348239445395,1.11505233417516e-15,1.01646989271001e-14,"","Os08g0494350",""
"Os08g0494375",61.8151321343423,2.3206360084281,0.305654159680443,7.59235866724109,3.14134041289758e-14,2.56366901878667e-13,"","Os08g0494375",""
"Os08g0497300",67.7396135137306,3.59876453837011,0.341696355118064,10.5320542185083,6.14779918744579e-26,1.02230886219694e-24,"","OsSNDP9",""
"Os08g0497600",2711.4284757133,1.66674347745925,0.265299334310075,6.28250154412827,3.33167961065579e-10,1.94004760783122e-09,"","SRWD1",""
"Os08g0497900",174.534891580122,2.91480275649423,0.237081319674812,12.2945272976052,9.69220774473815e-35,2.44794935057469e-33,"","Os08g0497900",""
"Os08g0498100",1860.58288138539,1.17775104990337,0.244742346019425,4.81220789560417,1.49271954573985e-06,5.82993571639286e-06,"","OsOMT26",""
"Os08g0498400",1030.64082526153,1.15631974089488,0.521740939599124,2.21627181831529,0.0266728918774855,0.0498697737736537,"","ROMT-17",""
"Os08g0499300",160.748350706512,2.15035424022189,0.281036957502313,7.65149985728901,1.98648533127863e-14,1.64998816805534e-13,"","OsWRKY30",""
"Os08g0499700",8.12466378040854,2.13219632568062,0.739591561596166,2.88293760556025,0.00393985471389223,0.00894919144170404,"","Os08g0499700",""
"Os08g0500600",20.1059675961105,3.89399484448998,0.802680444186607,4.85123921068732,1.22692459621617e-06,4.83914529137984e-06,"","Os08g0500600",""
"Os08g0501300",31.6727317179522,1.33895536027886,0.459770822535427,2.91222342665228,0.00358865843904627,0.00822764783420464,"","Os08g0501300",""
"Os08g0502400",1.71198696526073,3.9262295763595,1.64970927982982,2.37995241001767,0.0173148740488152,0.0339864243292002,"","OsFLA5",""
"Os08g0503700",566.812942433235,2.09168803307394,0.259630757265097,8.05639537898899,7.85771882374249e-16,7.24835068115666e-15,"","Os08g0503700",""
"Os08g0506100",50.5128052683781,1.16301791345206,0.390459575210461,2.97858725279099,0.00289580568421091,0.00676242954172419,"","Os08g0506100",""
"Os08g0506350",28.5698005769562,1.01245442062035,0.370480693389755,2.73281290681247,0.00627959916771321,0.0136338615999325,"","Os08g0506350",""
"Os08g0506500",499.118572034892,1.94141969731557,0.168219300114148,11.5410044863947,8.19624490345736e-31,1.74465944993954e-29,"","Os08g0506500",""
"Os08g0508500",718.99750497127,6.75208452467036,0.617716668221174,10.9307144715946,8.21986580697584e-28,1.49094886602811e-26,"","JMJ717",""
"Os08g0508600",473.24377039297,1.15044346676292,0.166832087478613,6.8958165311598,5.35562795702085e-12,3.66362213945626e-11,"","Os08g0508600",""
"Os08g0511000",34.536846193943,1.71045124531349,0.344025247534205,4.97187708626946,6.63077414984282e-07,2.70972606153151e-06,"","Os08g0511000",""
"Os08g0512100",2.44827880235064,4.43961137999092,1.46352478795683,3.03350610561841,0.00241729819670418,0.00572923258271853,"","P0711H09.7",""
"Os08g0513600",120.568823596702,1.28933574168748,0.251730488034652,5.12188949282138,3.02489155176855e-07,1.28798312387299e-06,"","Os08g0513600",""
"Os08g0515600",14.918487795417,1.96286450173405,0.554204531855333,3.54176912838097,0.000397453178575223,0.00109467512289443,"","Os08g0515600",""
"Os08g0517600",94.4302269638785,1.76116523966858,0.208410589559768,8.45045946748072,2.90158637776543e-17,2.96342150378789e-16,"","P0700D12.112-1",""
"Os08g0517900",246.551740758283,1.31972362037327,0.261634265944993,5.04415434884487,4.55531483507722e-07,1.90075843160506e-06,"","P0700D12.116",""
