"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"query_1",TRUE,0.0130658885403434,50,2815,18,0.0063943161634103,0.36,"GO:0042910","GO:MF","xenobiotic transmembrane transporter activity",18049,5102
"query_1",TRUE,0.0157198683745389,181,2815,46,0.0163410301953819,0.25414364640884,"GO:0016765","GO:MF","transferase activity, transferring alkyl or aryl (other than methyl) groups",18049,2878
"query_1",TRUE,0.0164815264669227,364,2815,81,0.0287744227353464,0.222527472527473,"GO:0016829","GO:MF","lyase activity",18049,2924
"query_1",TRUE,0.0164815264669227,24,2815,11,0.00390763765541741,0.458333333333333,"GO:0010427","GO:MF","abscisic acid binding",18049,2173
"query_1",TRUE,0.0164815264669227,6,2815,5,0.00177619893428064,0.833333333333333,"GO:0120546","GO:MF","oxidoreductase activity, reducing C-O-C group as acceptor",18049,9122
"query_1",TRUE,0.0164815264669227,6,2815,5,0.00177619893428064,0.833333333333333,"GO:0009882","GO:MF","blue light photoreceptor activity",18049,2103
"query_1",TRUE,0.0171415601797239,82,2815,25,0.0088809946714032,0.304878048780488,"GO:0004364","GO:MF","glutathione transferase activity",18049,697
"query_1",TRUE,0.0219635109310864,25,2815,11,0.00390763765541741,0.44,"GO:0019840","GO:MF","isoprenoid binding",18049,3437
"query_1",TRUE,0.0219635109310864,1145,2815,218,0.0774422735346359,0.190393013100437,"GO:0140110","GO:MF","transcription regulator activity",18049,9201
"query_1",TRUE,0.0238512219089198,9,2815,6,0.00213143872113677,0.666666666666667,"GO:0015556","GO:MF","C4-dicarboxylate transmembrane transporter activity",18049,2542
"query_1",TRUE,0.0238512219089198,9,2815,6,0.00213143872113677,0.666666666666667,"GO:0005310","GO:MF","dicarboxylic acid transmembrane transporter activity",18049,1374
"query_1",TRUE,0.0248168609940896,207,2815,50,0.0177619893428064,0.241545893719807,"GO:0106310","GO:MF","protein serine kinase activity",18049,8956
"query_1",TRUE,0.0261513295966569,565,2815,116,0.0412078152753108,0.205309734513274,"GO:0046906","GO:MF","tetrapyrrole binding",18049,5634
"query_1",TRUE,0.0384396448291172,23,2815,10,0.00355239786856128,0.434782608695652,"GO:0016597","GO:MF","amino acid binding",18049,2758
"query_1",TRUE,0.039649409717888,438,2815,92,0.0326820603907638,0.210045662100457,"GO:0004497","GO:MF","monooxygenase activity",18049,799
"query_1",TRUE,0.0424979306757208,2856,2815,499,0.177264653641208,0.174719887955182,"GO:0032559","GO:MF","adenyl ribonucleotide binding",18049,4170
"query_1",TRUE,0.0424979306757208,31,2815,12,0.00426287744227353,0.387096774193548,"GO:0042562","GO:MF","hormone binding",18049,5056
"query_1",TRUE,0.0451246558744048,152,2815,38,0.0134991119005329,0.25,"GO:0015297","GO:MF","antiporter activity",18049,2394
